time,current,voltage
24-05-14 12:21.29,0.659,3.427
24-05-14 12:21.44,0.667,3.427
24-05-14 12:21.59,0.644,3.427
24-05-14 12:22.14,0.653,3.427
24-05-14 12:22.29,0.664,3.427
24-05-14 12:22.44,0.678,3.427
24-05-14 12:22.59,0.668,3.428
24-05-14 12:23.14,0.665,3.428
24-05-14 12:23.29,0.673,3.428
24-05-14 12:23.44,0.648,3.429
24-05-14 12:23.59,0.659,3.429
24-05-14 12:24.14,0.645,3.428
24-05-14 12:24.29,0.652,3.429
24-05-14 12:24.44,0.642,3.428
24-05-14 12:24.59,0.641,3.429
24-05-14 12:25.14,0.638,3.428
24-05-14 12:25.29,0.649,3.428
24-05-14 12:25.43,0.615,3.428
24-05-14 12:25.58,0.646,3.428
24-05-14 12:26.13,0.661,3.428
24-05-14 12:26.28,0.629,3.428
24-05-14 12:26.43,0.639,3.428
24-05-14 12:26.58,0.641,3.429
24-05-14 12:27.13,0.642,3.429
24-05-14 12:27.28,0.642,3.429
24-05-14 12:27.43,0.636,3.429
24-05-14 12:27.58,0.626,3.429
24-05-14 12:28.13,0.631,3.43
24-05-14 12:28.28,0.622,3.43
24-05-14 12:28.43,0.631,3.43
24-05-14 12:28.58,0.632,3.43
24-05-14 12:29.13,0.624,3.43
24-05-14 12:29.28,0.636,3.43
24-05-14 12:29.43,0.639,3.43
24-05-14 12:29.58,0.629,3.43
24-05-14 12:30.13,0.625,3.43
24-05-14 12:30.28,0.622,3.43
24-05-14 12:30.43,0.641,3.43
24-05-14 12:30.58,0.631,3.43
24-05-14 12:31.13,0.613,3.43
24-05-14 12:31.28,0.604,3.43
24-05-14 12:31.43,0.621,3.43
24-05-14 12:31.58,0.634,3.43
24-05-14 12:32.13,0.625,3.431
24-05-14 12:32.28,0.63,3.431
24-05-14 12:32.43,0.627,3.431
24-05-14 12:32.58,0.619,3.432
24-05-14 12:33.13,0.63,3.431
24-05-14 12:33.28,0.61,3.432
24-05-14 12:33.43,0.601,3.432
24-05-14 12:33.58,0.611,3.431
24-05-14 12:34.13,0.636,3.431
24-05-14 12:34.28,0.596,3.432
24-05-14 12:34.43,0.631,3.432
24-05-14 12:34.58,0.622,3.432
24-05-14 12:35.13,0.634,3.432
24-05-14 12:35.28,0.61,3.432
24-05-14 12:35.43,0.622,3.432
24-05-14 12:35.58,0.601,3.432
24-05-14 12:36.13,0.613,3.432
24-05-14 12:36.28,0.621,3.432
24-05-14 12:36.43,0.599,3.432
24-05-14 12:36.58,0.617,3.432
24-05-14 12:37.13,0.617,3.432
24-05-14 12:37.28,0.615,3.432
24-05-14 12:37.43,0.609,3.432
24-05-14 12:37.58,0.606,3.432
24-05-14 12:38.13,0.615,3.432
24-05-14 12:38.28,0.623,3.433
24-05-14 12:38.43,0.616,3.433
24-05-14 12:38.58,0.628,3.433
24-05-14 12:39.13,0.603,3.433
24-05-14 12:39.28,0.617,3.433
24-05-14 12:39.43,0.612,3.433
24-05-14 12:39.58,0.598,3.433
24-05-14 12:40.13,0.634,3.433
24-05-14 12:40.28,0.595,3.433
24-05-14 12:40.43,0.623,3.433
24-05-14 12:40.58,0.6,3.433
24-05-14 12:41.13,0.613,3.433
24-05-14 12:41.28,0.607,3.434
24-05-14 12:41.43,0.602,3.434
24-05-14 12:41.58,0.58,3.434
24-05-14 12:42.13,0.618,3.434
24-05-14 12:42.28,0.624,3.434
24-05-14 12:42.43,0.602,3.434
24-05-14 12:42.58,0.623,3.434
24-05-14 12:43.13,0.599,3.435
24-05-14 12:43.28,0.613,3.434
24-05-14 12:43.43,0.605,3.434
24-05-14 12:43.58,0.614,3.434
24-05-14 12:44.13,0.623,3.434
24-05-14 12:44.28,0.608,3.434
24-05-14 12:44.43,0.612,3.435
24-05-14 12:44.58,0.614,3.435
24-05-14 12:45.13,0.618,3.435
24-05-14 12:45.28,0.616,3.435
24-05-14 12:45.43,0.599,3.435
24-05-14 12:45.58,0.608,3.435
24-05-14 12:46.13,0.601,3.435
24-05-14 12:46.28,0.595,3.435
24-05-14 12:46.43,0.61,3.435
24-05-14 12:46.58,0.616,3.435
24-05-14 12:47.13,0.609,3.435
24-05-14 12:47.28,0.61,3.435
24-05-14 12:47.43,0.596,3.435
24-05-14 12:47.58,0.611,3.436
24-05-14 12:48.13,0.618,3.436
24-05-14 12:48.27,0.626,3.436
24-05-14 12:48.42,0.632,3.436
24-05-14 12:48.57,0.618,3.436
24-05-14 12:49.12,0.618,3.436
24-05-14 12:49.27,0.605,3.437
24-05-14 12:49.42,0.612,3.435
24-05-14 12:49.57,0.63,3.435
24-05-14 12:50.12,0.624,3.436
24-05-14 12:50.27,0.606,3.432
24-05-14 12:50.42,0.626,3.433
24-05-14 12:50.57,0.622,3.437
24-05-14 12:51.12,0.583,3.437
24-05-14 12:51.27,0.611,3.437
24-05-14 12:51.42,0.62,3.437
24-05-14 12:51.57,0.59,3.437
24-05-14 12:52.12,0.616,3.437
24-05-14 12:52.27,0.611,3.437
24-05-14 12:52.42,0.615,3.437
24-05-14 12:52.57,0.625,3.437
24-05-14 12:53.12,0.602,3.438
24-05-14 12:53.27,0.632,3.437
24-05-14 12:53.42,0.616,3.438
24-05-14 12:53.57,0.615,3.438
24-05-14 12:54.12,0.619,3.438
24-05-14 12:54.27,0.626,3.438
24-05-14 12:54.42,0.626,3.438
24-05-14 12:54.57,0.607,3.439
24-05-14 12:55.12,0.626,3.439
24-05-14 12:55.27,0.615,3.439
24-05-14 12:55.42,0.615,3.439
24-05-14 12:55.57,0.623,3.439
24-05-14 12:56.12,0.633,3.439
24-05-14 12:56.27,0.603,3.439
24-05-14 12:56.42,0.619,3.439
24-05-14 12:56.57,0.593,3.439
24-05-14 12:57.12,0.621,3.44
24-05-14 12:57.27,0.63,3.439
24-05-14 12:57.42,0.611,3.44
24-05-14 12:57.57,0.608,3.439
24-05-14 12:58.12,0.615,3.44
24-05-14 12:58.27,0.608,3.44
24-05-14 12:58.42,0.602,3.44
24-05-14 12:58.57,0.626,3.44
24-05-14 12:59.12,0.611,3.44
24-05-14 12:59.27,0.631,3.44
24-05-14 12:59.42,0.625,3.441
24-05-14 12:59.57,0.631,3.441
24-05-14 13:00.12,0.604,3.441
24-05-14 13:00.27,0.628,3.441
24-05-14 13:00.42,0.619,3.441
24-05-14 13:00.57,0.614,3.441
24-05-14 13:01.12,0.609,3.441
24-05-14 13:01.27,0.601,3.441
24-05-14 13:01.42,0.622,3.441
24-05-14 13:01.57,0.614,3.441
24-05-14 13:02.12,0.619,3.441
24-05-14 13:02.27,0.605,3.441
24-05-14 13:02.42,0.622,3.441
24-05-14 13:02.57,0.597,3.441
24-05-14 13:03.12,0.619,3.441
24-05-14 13:03.27,0.62,3.442
24-05-14 13:03.42,0.615,3.442
24-05-14 13:03.57,0.612,3.442
24-05-14 13:04.12,0.621,3.443
24-05-14 13:04.27,0.636,3.443
24-05-14 13:04.42,0.615,3.443
24-05-14 13:04.57,0.621,3.443
24-05-14 13:05.12,0.618,3.443
24-05-14 13:05.27,0.63,3.443
24-05-14 13:05.42,0.646,3.443
24-05-14 13:05.57,0.623,3.443
24-05-14 13:06.12,0.621,3.443
24-05-14 13:06.27,0.611,3.443
24-05-14 13:06.42,0.64,3.443
24-05-14 13:06.57,0.617,3.444
24-05-14 13:07.12,0.619,3.444
24-05-14 13:07.27,0.625,3.444
24-05-14 13:07.42,0.625,3.445
24-05-14 13:07.57,0.629,3.444
24-05-14 13:08.12,0.619,3.445
24-05-14 13:08.27,0.617,3.445
24-05-14 13:08.42,0.618,3.445
24-05-14 13:08.57,0.63,3.445
24-05-14 13:09.12,0.621,3.445
24-05-14 13:09.27,0.632,3.445
24-05-14 13:09.42,0.636,3.445
24-05-14 13:09.57,0.625,3.446
24-05-14 13:10.11,0.631,3.446
24-05-14 13:10.26,0.628,3.446
24-05-14 13:10.41,0.634,3.445
24-05-14 13:10.56,0.632,3.446
24-05-14 13:11.11,0.62,3.446
24-05-14 13:11.26,0.613,3.446
24-05-14 13:11.41,0.627,3.446
24-05-14 13:11.56,0.621,3.446
24-05-14 13:12.11,0.62,3.446
24-05-14 13:12.26,0.626,3.446
24-05-14 13:12.41,0.619,3.446
24-05-14 13:12.56,0.621,3.446
24-05-14 13:13.11,0.629,3.446
24-05-14 13:13.26,0.621,3.446
24-05-14 13:13.41,0.637,3.445
24-05-14 13:13.56,0.622,3.446
24-05-14 13:14.11,0.623,3.446
24-05-14 13:14.26,0.639,3.446
24-05-14 13:14.41,0.632,3.446
24-05-14 13:14.56,0.628,3.446
24-05-14 13:15.11,0.623,3.446
24-05-14 13:15.26,0.621,3.446
24-05-14 13:15.41,0.614,3.446
24-05-14 13:15.56,0.617,3.446
24-05-14 13:16.11,0.618,3.446
24-05-14 13:16.26,0.613,3.446
24-05-14 13:16.41,0.635,3.446
24-05-14 13:16.56,0.637,3.446
24-05-14 13:17.11,0.633,3.447
24-05-14 13:17.26,0.62,3.447
24-05-14 13:17.41,0.641,3.447
24-05-14 13:17.56,0.613,3.447
24-05-14 13:18.11,0.626,3.447
24-05-14 13:18.26,0.619,3.447
24-05-14 13:18.41,0.619,3.447
24-05-14 13:18.56,0.622,3.447
24-05-14 13:19.11,0.632,3.447
24-05-14 13:19.26,0.64,3.448
24-05-14 13:19.41,0.614,3.447
24-05-14 13:19.56,0.617,3.447
24-05-14 13:20.11,0.627,3.447
24-05-14 13:20.26,0.625,3.448
24-05-14 13:20.41,0.632,3.447
24-05-14 13:20.56,0.63,3.448
24-05-14 13:21.11,0.628,3.448
24-05-14 13:21.26,0.648,3.448
24-05-14 13:21.41,0.634,3.448
24-05-14 13:21.56,0.636,3.448
24-05-14 13:22.11,0.626,3.449
24-05-14 13:22.26,0.617,3.449
24-05-14 13:22.41,0.624,3.449
24-05-14 13:22.56,0.626,3.449
24-05-14 13:23.11,0.626,3.449
24-05-14 13:23.26,0.627,3.449
24-05-14 13:23.41,0.633,3.449
24-05-14 13:23.56,0.641,3.449
24-05-14 13:24.11,0.614,3.449
24-05-14 13:24.26,0.615,3.449
24-05-14 13:24.41,0.631,3.449
24-05-14 13:24.56,0.61,3.449
24-05-14 13:25.11,0.639,3.449
24-05-14 13:25.26,0.628,3.449
24-05-14 13:25.41,0.654,3.449
24-05-14 13:25.56,0.636,3.449
24-05-14 13:26.11,0.631,3.45
24-05-14 13:26.26,0.626,3.45
24-05-14 13:26.41,0.629,3.45
24-05-14 13:26.56,0.639,3.45
24-05-14 13:27.11,0.638,3.45
24-05-14 13:27.26,0.625,3.45
24-05-14 13:27.41,0.638,3.45
24-05-14 13:27.56,0.627,3.45
24-05-14 13:28.11,0.628,3.45
24-05-14 13:28.26,0.637,3.45
24-05-14 13:28.41,0.633,3.45
24-05-14 13:28.56,0.637,3.45
24-05-14 13:29.11,0.637,3.45
24-05-14 13:29.26,0.632,3.45
24-05-14 13:29.41,0.624,3.45
24-05-14 13:29.56,0.635,3.45
24-05-14 13:30.11,0.643,3.45
24-05-14 13:30.26,0.641,3.451
24-05-14 13:30.41,0.628,3.451
24-05-14 13:30.56,0.624,3.451
24-05-14 13:31.11,0.64,3.451
24-05-14 13:31.26,0.625,3.451
24-05-14 13:31.41,0.618,3.451
24-05-14 13:31.55,0.621,3.451
24-05-14 13:32.10,0.631,3.451
24-05-14 13:32.25,0.625,3.451
24-05-14 13:32.40,0.626,3.451
24-05-14 13:32.55,0.626,3.451
24-05-14 13:33.10,0.632,3.451
24-05-14 13:33.25,0.637,3.451
24-05-14 13:33.40,0.624,3.451
24-05-14 13:33.55,0.636,3.452
24-05-14 13:34.10,0.631,3.452
24-05-14 13:34.25,0.621,3.452
24-05-14 13:34.40,0.627,3.452
24-05-14 13:34.55,0.63,3.452
24-05-14 13:35.10,0.634,3.452
24-05-14 13:35.25,0.635,3.452
24-05-14 13:35.40,0.639,3.453
24-05-14 13:35.55,0.626,3.453
24-05-14 13:36.10,0.616,3.452
24-05-14 13:36.25,0.633,3.452
24-05-14 13:36.40,0.636,3.452
24-05-14 13:36.55,0.649,3.452
24-05-14 13:37.10,0.637,3.452
24-05-14 13:37.25,0.617,3.452
24-05-14 13:37.40,0.618,3.452
24-05-14 13:37.55,0.634,3.453
24-05-14 13:38.10,0.642,3.452
24-05-14 13:38.25,0.618,3.453
24-05-14 13:38.40,0.648,3.453
24-05-14 13:38.55,0.632,3.453
24-05-14 13:39.10,0.639,3.453
24-05-14 13:39.25,0.632,3.453
24-05-14 13:39.40,0.623,3.453
24-05-14 13:39.55,0.641,3.453
24-05-14 13:40.10,0.647,3.453
24-05-14 13:40.25,0.641,3.453
24-05-14 13:40.40,0.638,3.454
24-05-14 13:40.55,0.627,3.454
24-05-14 13:41.10,0.622,3.454
24-05-14 13:41.25,0.625,3.454
24-05-14 13:41.40,0.63,3.455
24-05-14 13:41.55,0.626,3.455
24-05-14 13:42.10,0.622,3.455
24-05-14 13:42.25,0.633,3.455
24-05-14 13:42.40,0.634,3.455
24-05-14 13:42.55,0.627,3.455
24-05-14 13:43.10,0.663,3.455
24-05-14 13:43.25,0.628,3.456
24-05-14 13:43.40,0.621,3.456
24-05-14 13:43.55,0.636,3.456
24-05-14 13:44.10,0.624,3.456
24-05-14 13:44.25,0.628,3.456
24-05-14 13:44.40,0.634,3.456
24-05-14 13:44.55,0.639,3.457
24-05-14 13:45.10,0.639,3.457
24-05-14 13:45.25,0.634,3.457
24-05-14 13:45.40,0.632,3.457
24-05-14 13:45.55,0.638,3.457
24-05-14 13:46.10,0.632,3.456
24-05-14 13:46.25,0.638,3.457
24-05-14 13:46.40,0.635,3.456
24-05-14 13:46.55,0.637,3.457
24-05-14 13:47.10,0.624,3.456
24-05-14 13:47.25,0.628,3.456
24-05-14 13:47.40,0.625,3.456
24-05-14 13:47.55,0.621,3.456
24-05-14 13:48.10,0.653,3.456
24-05-14 13:48.25,0.623,3.456
24-05-14 13:48.40,0.623,3.456
24-05-14 13:48.55,0.638,3.457
24-05-14 13:49.10,0.621,3.457
24-05-14 13:49.25,0.641,3.457
24-05-14 13:49.40,0.64,3.457
24-05-14 13:49.55,0.638,3.458
24-05-14 13:50.10,0.644,3.457
24-05-14 13:50.25,0.639,3.458
24-05-14 13:50.40,0.626,3.458
24-05-14 13:50.55,0.622,3.458
24-05-14 13:51.10,0.64,3.458
24-05-14 13:51.25,0.619,3.458
24-05-14 13:51.40,0.62,3.458
24-05-14 13:51.55,0.657,3.458
24-05-14 13:52.10,0.643,3.459
24-05-14 13:52.25,0.636,3.458
24-05-14 13:52.40,0.637,3.459
24-05-14 13:52.55,0.644,3.459
24-05-14 13:53.10,0.638,3.459
24-05-14 13:53.25,0.644,3.459
24-05-14 13:53.40,0.643,3.459
24-05-14 13:53.55,0.634,3.459
24-05-14 13:54.09,0.638,3.459
24-05-14 13:54.24,0.628,3.459
24-05-14 13:54.39,0.64,3.459
24-05-14 13:54.54,0.657,3.459
24-05-14 13:55.09,0.638,3.46
24-05-14 13:55.24,0.643,3.459
24-05-14 13:55.39,0.618,3.459
24-05-14 13:55.54,0.635,3.46
24-05-14 13:56.09,0.641,3.459
24-05-14 13:56.24,0.639,3.46
24-05-14 13:56.39,0.619,3.46
24-05-14 13:56.54,0.638,3.46
24-05-14 13:57.09,0.638,3.46
24-05-14 13:57.24,0.639,3.46
24-05-14 13:57.39,0.631,3.46
24-05-14 13:57.54,0.628,3.46
24-05-14 13:58.09,0.655,3.46
24-05-14 13:58.24,0.615,3.46
24-05-14 13:58.39,0.621,3.46
24-05-14 13:58.54,0.642,3.46
24-05-14 13:59.09,0.639,3.46
24-05-14 13:59.24,0.64,3.461
24-05-14 13:59.39,0.627,3.461
24-05-14 13:59.54,0.638,3.46
24-05-14 14:00.09,0.632,3.461
24-05-14 14:00.24,0.627,3.461
24-05-14 14:00.39,0.619,3.461
24-05-14 14:00.54,0.631,3.461
24-05-14 14:01.09,0.635,3.461
24-05-14 14:01.24,0.636,3.461
24-05-14 14:01.39,0.633,3.461
24-05-14 14:01.54,0.629,3.461
24-05-14 14:02.09,0.641,3.461
24-05-14 14:02.24,0.64,3.461
24-05-14 14:02.39,0.632,3.461
24-05-14 14:02.54,0.641,3.461
24-05-14 14:03.09,0.626,3.461
24-05-14 14:03.24,0.618,3.461
24-05-14 14:03.39,0.636,3.461
24-05-14 14:03.54,0.645,3.461
24-05-14 14:04.09,0.645,3.461
24-05-14 14:04.24,0.635,3.455
24-05-14 14:04.39,0.655,3.452
24-05-14 14:04.54,0.634,3.452
24-05-14 14:05.09,0.636,3.452
24-05-14 14:05.24,0.632,3.453
24-05-14 14:05.39,0.642,3.453
24-05-14 14:05.54,0.633,3.459
24-05-14 14:06.09,0.641,3.46
24-05-14 14:06.24,0.615,3.46
24-05-14 14:06.39,0.621,3.46
24-05-14 14:06.54,0.636,3.461
24-05-14 14:07.09,0.629,3.46
24-05-14 14:07.24,0.624,3.461
24-05-14 14:07.39,0.642,3.461
24-05-14 14:07.54,0.621,3.461
24-05-14 14:08.09,0.635,3.461
24-05-14 14:08.24,0.627,3.461
24-05-14 14:08.39,0.65,3.461
24-05-14 14:08.54,0.633,3.461
24-05-14 14:09.09,0.642,3.462
24-05-14 14:09.24,0.643,3.461
24-05-14 14:09.39,0.636,3.462
24-05-14 14:09.54,0.623,3.462
24-05-14 14:10.09,0.629,3.462
24-05-14 14:10.24,0.638,3.462
24-05-14 14:10.39,0.649,3.462
24-05-14 14:10.54,0.631,3.462
24-05-14 14:11.09,0.639,3.462
24-05-14 14:11.24,0.624,3.462
24-05-14 14:11.39,0.631,3.461
24-05-14 14:11.54,0.64,3.462
24-05-14 14:12.09,0.619,3.462
24-05-14 14:12.24,0.624,3.462
24-05-14 14:12.39,0.637,3.462
24-05-14 14:12.54,0.631,3.462
24-05-14 14:13.09,0.638,3.461
24-05-14 14:13.24,0.634,3.462
24-05-14 14:13.39,0.643,3.461
24-05-14 14:13.54,0.644,3.461
24-05-14 14:14.09,0.625,3.461
24-05-14 14:14.24,0.645,3.462
24-05-14 14:14.39,0.643,3.46
24-05-14 14:14.54,0.626,3.459
24-05-14 14:15.09,0.656,3.46
24-05-14 14:15.24,0.644,3.461
24-05-14 14:15.39,0.648,3.462
24-05-14 14:15.54,0.637,3.463
24-05-14 14:16.09,0.647,3.462
24-05-14 14:16.23,0.637,3.463
24-05-14 14:16.38,0.643,3.463
24-05-14 14:16.53,0.639,3.463
24-05-14 14:17.08,0.656,3.463
24-05-14 14:17.23,0.638,3.463
24-05-14 14:17.38,0.632,3.463
24-05-14 14:17.53,0.625,3.463
24-05-14 14:18.08,0.634,3.462
24-05-14 14:18.23,0.642,3.463
24-05-14 14:18.38,0.623,3.463
24-05-14 14:18.53,0.639,3.463
24-05-14 14:19.08,0.64,3.463
24-05-14 14:19.23,0.642,3.463
24-05-14 14:19.38,0.656,3.463
24-05-14 14:19.53,0.656,3.462
24-05-14 14:20.08,0.633,3.463
24-05-14 14:20.23,0.626,3.463
24-05-14 14:20.38,0.621,3.463
24-05-14 14:20.53,0.646,3.463
24-05-14 14:21.08,0.643,3.463
24-05-14 14:21.23,0.66,3.463
24-05-14 14:21.38,0.641,3.463
24-05-14 14:21.53,0.633,3.463
24-05-14 14:22.08,0.641,3.464
24-05-14 14:22.23,0.639,3.463
24-05-14 14:22.38,0.631,3.463
24-05-14 14:22.53,0.648,3.463
24-05-14 14:23.08,0.636,3.463
24-05-14 14:23.23,0.636,3.463
24-05-14 14:23.38,0.62,3.463
24-05-14 14:23.53,0.645,3.463
24-05-14 14:24.08,0.644,3.462
24-05-14 14:24.23,0.632,3.462
24-05-14 14:24.38,0.64,3.462
24-05-14 14:24.53,0.647,3.462
24-05-14 14:25.08,0.632,3.462
24-05-14 14:25.23,0.631,3.461
24-05-14 14:25.38,0.633,3.461
24-05-14 14:25.53,0.649,3.461
24-05-14 14:26.08,0.641,3.46
24-05-14 14:26.23,0.649,3.46
24-05-14 14:26.38,0.659,3.459
24-05-14 14:26.53,0.648,3.459
24-05-14 14:27.08,0.665,3.458
24-05-14 14:27.23,0.641,3.458
24-05-14 14:27.38,0.659,3.457
24-05-14 14:27.53,0.645,3.456
24-05-14 14:28.08,0.644,3.456
24-05-14 14:28.23,0.647,3.456
24-05-14 14:28.38,0.645,3.455
24-05-14 14:28.53,0.643,3.455
24-05-14 14:29.08,0.65,3.454
24-05-14 14:29.23,0.667,3.454
24-05-14 14:29.38,0.653,3.454
24-05-14 14:29.53,0.649,3.454
24-05-14 14:30.08,0.666,3.453
24-05-14 14:30.23,0.65,3.453
24-05-14 14:30.38,0.65,3.452
24-05-14 14:30.53,0.653,3.452
24-05-14 14:31.08,0.65,3.452
24-05-14 14:31.23,0.656,3.452
24-05-14 14:31.38,0.634,3.452
24-05-14 14:31.53,0.653,3.452
24-05-14 14:32.08,0.643,3.451
24-05-14 14:32.23,0.648,3.45
24-05-14 14:32.38,0.649,3.451
24-05-14 14:32.53,0.658,3.45
24-05-14 14:33.08,0.65,3.45
24-05-14 14:33.23,0.629,3.45
24-05-14 14:33.38,0.644,3.45
24-05-14 14:33.53,0.649,3.45
24-05-14 14:34.08,0.654,3.45
24-05-14 14:34.23,0.634,3.449
24-05-14 14:34.38,0.659,3.449
24-05-14 14:34.53,0.663,3.449
24-05-14 14:35.08,0.635,3.449
24-05-14 14:35.23,0.652,3.449
24-05-14 14:35.38,0.648,3.448
24-05-14 14:35.53,0.625,3.448
24-05-14 14:36.08,0.65,3.448
24-05-14 14:36.23,0.642,3.448
24-05-14 14:36.38,0.637,3.447
24-05-14 14:36.53,0.648,3.447
24-05-14 14:37.08,0.646,3.447
24-05-14 14:37.23,0.649,3.447
24-05-14 14:37.38,0.654,3.447
24-05-14 14:37.53,0.647,3.447
24-05-14 14:38.08,0.647,3.447
24-05-14 14:38.22,0.654,3.447
24-05-14 14:38.37,0.65,3.446
24-05-14 14:38.52,0.663,3.446
24-05-14 14:39.07,0.637,3.446
24-05-14 14:39.22,0.636,3.446
24-05-14 14:39.37,0.645,3.445
24-05-14 14:39.52,0.648,3.445
24-05-14 14:40.07,0.645,3.445
24-05-14 14:40.22,0.64,3.445
24-05-14 14:40.37,0.669,3.445
24-05-14 14:40.52,0.663,3.445
24-05-14 14:41.07,0.661,3.445
24-05-14 14:41.22,0.64,3.444
24-05-14 14:41.37,0.67,3.444
24-05-14 14:41.52,0.658,3.444
24-05-14 14:42.07,0.637,3.444
24-05-14 14:42.22,0.637,3.443
24-05-14 14:42.37,0.637,3.443
24-05-14 14:42.52,0.666,3.443
24-05-14 14:43.07,0.652,3.444
24-05-14 14:43.22,0.648,3.443
24-05-14 14:43.37,0.653,3.443
24-05-14 14:43.52,0.657,3.443
24-05-14 14:44.07,0.65,3.442
24-05-14 14:44.22,0.635,3.442
24-05-14 14:44.37,0.638,3.442
24-05-14 14:44.52,0.643,3.441
24-05-14 14:45.07,0.637,3.441
24-05-14 14:45.22,0.654,3.441
24-05-14 14:45.37,0.659,3.441
24-05-14 14:45.52,0.656,3.441
24-05-14 14:46.07,0.661,3.441
24-05-14 14:46.22,0.645,3.44
24-05-14 14:46.37,0.656,3.44
24-05-14 14:46.52,0.625,3.44
24-05-14 14:47.07,0.653,3.44
24-05-14 14:47.22,0.643,3.44
24-05-14 14:47.37,0.642,3.44
24-05-14 14:47.52,0.639,3.439
24-05-14 14:48.07,0.642,3.439
24-05-14 14:48.22,0.659,3.439
24-05-14 14:48.37,0.645,3.439
24-05-14 14:48.52,0.646,3.439
24-05-14 14:49.07,0.638,3.439
24-05-14 14:49.22,0.653,3.439
24-05-14 14:49.37,0.629,3.439
24-05-14 14:49.52,0.648,3.438
24-05-14 14:50.07,0.65,3.438
24-05-14 14:50.22,0.618,3.438
24-05-14 14:50.37,0.641,3.438
24-05-14 14:50.52,0.638,3.437
24-05-14 14:51.07,0.656,3.438
24-05-14 14:51.22,0.647,3.437
24-05-14 14:51.37,0.655,3.437
24-05-14 14:51.52,0.646,3.437
24-05-14 14:52.07,0.655,3.437
24-05-14 14:52.22,0.656,3.437
24-05-14 14:52.37,0.643,3.436
24-05-14 14:52.52,0.649,3.436
24-05-14 14:53.07,0.636,3.436
24-05-14 14:53.22,0.649,3.436
24-05-14 14:53.37,0.641,3.436
24-05-14 14:53.52,0.638,3.435
24-05-14 14:54.07,0.641,3.435
24-05-14 14:54.22,0.642,3.435
24-05-14 14:54.37,0.653,3.435
24-05-14 14:54.52,0.628,3.435
24-05-14 14:55.07,0.637,3.434
24-05-14 14:55.22,0.651,3.434
24-05-14 14:55.37,0.629,3.434
24-05-14 14:55.52,0.636,3.434
24-05-14 14:56.07,0.638,3.434
24-05-14 14:56.22,0.654,3.434
24-05-14 14:56.37,0.628,3.434
24-05-14 14:56.52,0.645,3.433
24-05-14 14:57.07,0.635,3.433
24-05-14 14:57.22,0.66,3.433
24-05-14 14:57.37,0.645,3.433
24-05-14 14:57.52,0.66,3.433
24-05-14 14:58.07,0.654,3.432
24-05-14 14:58.22,0.646,3.432
24-05-14 14:58.37,0.643,3.433
24-05-14 14:58.52,0.646,3.432
24-05-14 14:59.07,0.641,3.432
24-05-14 14:59.22,0.647,3.432
24-05-14 14:59.37,0.634,3.432
24-05-14 14:59.52,0.651,3.432
24-05-14 15:00.07,0.635,3.432
24-05-14 15:00.21,0.651,3.431
24-05-14 15:00.36,0.638,3.431
24-05-14 15:00.51,0.644,3.431
24-05-14 15:01.06,0.648,3.431
24-05-14 15:01.21,0.641,3.431
24-05-14 15:01.36,0.639,3.431
24-05-14 15:01.51,0.642,3.431
24-05-14 15:02.06,0.662,3.431
24-05-14 15:02.21,0.649,3.43
24-05-14 15:02.36,0.654,3.43
24-05-14 15:02.51,0.651,3.43
24-05-14 15:03.06,0.642,3.43
24-05-14 15:03.21,0.655,3.43
24-05-14 15:03.36,0.646,3.429
24-05-14 15:03.51,0.655,3.429
24-05-14 15:04.06,0.659,3.429
24-05-14 15:04.21,0.63,3.429
24-05-14 15:04.36,0.634,3.429
24-05-14 15:04.51,0.642,3.428
24-05-14 15:05.06,0.645,3.428
24-05-14 15:05.21,0.648,3.429
24-05-14 15:05.36,0.643,3.428
24-05-14 15:05.51,0.638,3.428
24-05-14 15:06.06,0.641,3.428
24-05-14 15:06.21,0.658,3.428
24-05-14 15:06.36,0.646,3.428
24-05-14 15:06.51,0.658,3.428
24-05-14 15:07.06,0.627,3.427
24-05-14 15:07.21,0.646,3.427
24-05-14 15:07.36,0.633,3.428
24-05-14 15:07.51,0.645,3.427
24-05-14 15:08.06,0.647,3.427
24-05-14 15:08.21,0.653,3.426
24-05-14 15:08.36,0.625,3.427
24-05-14 15:08.51,0.637,3.427
24-05-14 15:09.06,0.646,3.427
24-05-14 15:09.21,0.663,3.426
24-05-14 15:09.36,0.638,3.426
24-05-14 15:09.51,0.639,3.426
24-05-14 15:10.06,0.646,3.426
24-05-14 15:10.21,0.646,3.426
24-05-14 15:10.36,0.657,3.426
24-05-14 15:10.51,0.643,3.425
24-05-14 15:11.06,0.644,3.425
24-05-14 15:11.21,0.644,3.425
24-05-14 15:11.36,0.654,3.425
24-05-14 15:11.51,0.655,3.425
24-05-14 15:12.06,0.646,3.425
24-05-14 15:12.21,0.64,3.425
24-05-14 15:12.36,0.639,3.425
24-05-14 15:12.51,0.658,3.425
24-05-14 15:13.06,0.644,3.424
24-05-14 15:13.21,0.636,3.425
24-05-14 15:13.36,0.654,3.424
24-05-14 15:13.51,0.662,3.424
24-05-14 15:14.06,0.642,3.424
24-05-14 15:14.21,0.656,3.424
24-05-14 15:14.36,0.648,3.424
24-05-14 15:14.51,0.64,3.424
24-05-14 15:15.06,0.648,3.424
24-05-14 15:15.21,0.657,3.424
24-05-14 15:15.36,0.655,3.423
24-05-14 15:15.51,0.646,3.423
