time,current,voltage
24-05-13 01:37.20,0.147,2.897
24-05-13 01:37.35,0.143,2.898
24-05-13 01:37.50,0.122,2.898
24-05-13 01:38.05,0.123,2.898
24-05-13 01:38.20,0.132,2.898
24-05-13 01:38.35,0.127,2.898
24-05-13 01:38.50,0.119,2.897
24-05-13 01:39.05,0.131,2.898
24-05-13 01:39.20,0.144,2.898
24-05-13 01:39.35,0.128,2.898
24-05-13 01:39.50,0.13,2.898
24-05-13 01:40.05,0.139,2.898
24-05-13 01:40.20,0.129,2.898
24-05-13 01:40.35,0.143,2.898
24-05-13 01:40.50,0.134,2.898
24-05-13 01:41.05,0.142,2.898
24-05-13 01:41.20,0.131,2.898
24-05-13 01:41.35,0.137,2.898
24-05-13 01:41.50,0.138,2.898
24-05-13 01:42.05,0.151,2.898
24-05-13 01:42.20,0.118,2.898
24-05-13 01:42.35,0.133,2.898
24-05-13 01:42.50,0.138,2.898
24-05-13 01:43.05,0.133,2.898
24-05-13 01:43.20,0.116,2.898
24-05-13 01:43.35,0.133,2.898
24-05-13 01:43.50,0.134,2.898
24-05-13 01:44.05,0.141,2.898
24-05-13 01:44.20,0.143,2.898
24-05-13 01:44.35,0.127,2.898
24-05-13 01:44.50,0.134,2.898
24-05-13 01:45.05,0.122,2.898
24-05-13 01:45.20,0.131,2.898
24-05-13 01:45.35,0.139,2.898
24-05-13 01:45.50,0.134,2.898
24-05-13 01:46.05,0.11,2.898
24-05-13 01:46.20,0.128,2.898
24-05-13 01:46.35,0.126,2.899
24-05-13 01:46.50,0.097,2.899
24-05-13 01:47.05,0.142,2.898
24-05-13 01:47.20,0.118,2.899
24-05-13 01:47.35,0.121,2.899
24-05-13 01:47.50,0.136,2.899
24-05-13 01:48.05,0.142,2.899
24-05-13 01:48.20,0.131,2.899
24-05-13 01:48.35,0.121,2.899
24-05-13 01:48.50,0.118,2.899
24-05-13 01:49.05,0.138,2.899
24-05-13 01:49.20,0.126,2.899
24-05-13 01:49.35,0.115,2.899
24-05-13 01:49.50,0.122,2.899
24-05-13 01:50.05,0.118,2.899
24-05-13 01:50.20,0.128,2.899
24-05-13 01:50.35,0.13,2.899
24-05-13 01:50.50,0.125,2.899
24-05-13 01:51.05,0.135,2.899
24-05-13 01:51.20,0.135,2.899
24-05-13 01:51.35,0.14,2.899
24-05-13 01:51.50,0.11,2.899
24-05-13 01:52.04,0.11,2.899
24-05-13 01:52.19,0.122,2.899
24-05-13 01:52.34,0.122,2.899
24-05-13 01:52.49,0.122,2.899
24-05-13 01:53.04,0.129,2.899
24-05-13 01:53.19,0.128,2.899
24-05-13 01:53.34,0.127,2.899
24-05-13 01:53.49,0.134,2.9
24-05-13 01:54.04,0.133,2.899
24-05-13 01:54.19,0.126,2.899
24-05-13 01:54.34,0.134,2.899
24-05-13 01:54.49,0.136,2.899
24-05-13 01:55.04,0.127,2.899
24-05-13 01:55.19,0.108,2.899
24-05-13 01:55.34,0.111,2.899
24-05-13 01:55.49,0.114,2.899
24-05-13 01:56.04,0.124,2.899
24-05-13 01:56.19,0.13,2.9
24-05-13 01:56.34,0.129,2.9
24-05-13 01:56.49,0.132,2.9
24-05-13 01:57.04,0.14,2.9
24-05-13 01:57.19,0.139,2.9
24-05-13 01:57.34,0.134,2.899
24-05-13 01:57.49,0.126,2.9
24-05-13 01:58.04,0.136,2.9
24-05-13 01:58.19,0.12,2.9
24-05-13 01:58.34,0.127,2.9
24-05-13 01:58.49,0.124,2.9
24-05-13 01:59.04,0.117,2.9
24-05-13 01:59.19,0.145,2.9
24-05-13 01:59.34,0.106,2.9
24-05-13 01:59.49,0.136,2.9
24-05-13 02:00.04,0.146,2.9
24-05-13 02:00.19,0.112,2.9
24-05-13 02:00.34,0.128,2.9
24-05-13 02:00.49,0.143,2.9
24-05-13 02:01.04,0.123,2.9
24-05-13 02:01.19,0.128,2.9
24-05-13 02:01.34,0.133,2.9
24-05-13 02:01.49,0.134,2.9
24-05-13 02:02.04,0.133,2.9
24-05-13 02:02.19,0.141,2.9
24-05-13 02:02.34,0.113,2.901
24-05-13 02:02.49,0.127,2.9
24-05-13 02:03.04,0.133,2.901
24-05-13 02:03.19,0.133,2.901
24-05-13 02:03.34,0.129,2.901
24-05-13 02:03.49,0.114,2.9
24-05-13 02:04.04,0.148,2.901
24-05-13 02:04.19,0.136,2.9
24-05-13 02:04.34,0.124,2.901
24-05-13 02:04.49,0.132,2.901
24-05-13 02:05.04,0.139,2.901
24-05-13 02:05.19,0.128,2.901
24-05-13 02:05.34,0.124,2.901
24-05-13 02:05.49,0.132,2.901
24-05-13 02:06.04,0.12,2.901
24-05-13 02:06.19,0.126,2.901
24-05-13 02:06.34,0.122,2.901
24-05-13 02:06.49,0.13,2.901
24-05-13 02:07.04,0.122,2.901
24-05-13 02:07.19,0.128,2.901
24-05-13 02:07.34,0.131,2.901
24-05-13 02:07.49,0.124,2.901
24-05-13 02:08.04,0.136,2.901
24-05-13 02:08.19,0.124,2.901
24-05-13 02:08.34,0.12,2.901
24-05-13 02:08.49,0.136,2.901
24-05-13 02:09.04,0.127,2.901
24-05-13 02:09.19,0.132,2.901
24-05-13 02:09.34,0.132,2.901
24-05-13 02:09.49,0.116,2.901
24-05-13 02:10.04,0.141,2.901
24-05-13 02:10.19,0.127,2.901
24-05-13 02:10.34,0.129,2.901
24-05-13 02:10.49,0.121,2.901
24-05-13 02:11.04,0.138,2.901
24-05-13 02:11.19,0.139,2.901
24-05-13 02:11.34,0.142,2.902
24-05-13 02:11.49,0.13,2.902
24-05-13 02:12.04,0.121,2.902
24-05-13 02:12.19,0.126,2.902
24-05-13 02:12.34,0.112,2.902
24-05-13 02:12.49,0.122,2.902
24-05-13 02:13.04,0.146,2.902
24-05-13 02:13.19,0.122,2.902
24-05-13 02:13.34,0.113,2.902
24-05-13 02:13.48,0.124,2.902
24-05-13 02:14.03,0.123,2.902
24-05-13 02:14.18,0.14,2.902
24-05-13 02:14.33,0.113,2.902
24-05-13 02:14.48,0.123,2.902
24-05-13 02:15.03,0.114,2.902
24-05-13 02:15.18,0.121,2.902
24-05-13 02:15.33,0.113,2.902
24-05-13 02:15.48,0.131,2.902
24-05-13 02:16.03,0.145,2.902
24-05-13 02:16.18,0.114,2.902
24-05-13 02:16.33,0.114,2.902
24-05-13 02:16.48,0.122,2.902
24-05-13 02:17.03,0.117,2.902
24-05-13 02:17.18,0.124,2.902
24-05-13 02:17.33,0.124,2.902
24-05-13 02:17.48,0.125,2.902
24-05-13 02:18.03,0.135,2.902
24-05-13 02:18.18,0.112,2.902
24-05-13 02:18.33,0.131,2.902
24-05-13 02:18.48,0.134,2.902
24-05-13 02:19.03,0.119,2.902
24-05-13 02:19.18,0.122,2.902
24-05-13 02:19.33,0.12,2.903
24-05-13 02:19.48,0.126,2.902
24-05-13 02:20.03,0.111,2.902
24-05-13 02:20.18,0.122,2.902
24-05-13 02:20.33,0.129,2.902
24-05-13 02:20.48,0.127,2.902
24-05-13 02:21.03,0.13,2.902
24-05-13 02:21.18,0.132,2.902
24-05-13 02:21.33,0.116,2.902
24-05-13 02:21.48,0.128,2.902
24-05-13 02:22.03,0.113,2.902
24-05-13 02:22.18,0.124,2.902
24-05-13 02:22.33,0.109,2.903
24-05-13 02:22.48,0.115,2.903
24-05-13 02:23.03,0.117,2.902
24-05-13 02:23.18,0.137,2.903
24-05-13 02:23.33,0.129,2.902
24-05-13 02:23.48,0.117,2.903
24-05-13 02:24.03,0.121,2.903
24-05-13 02:24.18,0.115,2.903
24-05-13 02:24.33,0.117,2.903
24-05-13 02:24.48,0.139,2.902
24-05-13 02:25.03,0.112,2.903
24-05-13 02:25.18,0.135,2.903
24-05-13 02:25.33,0.14,2.903
24-05-13 02:25.48,0.149,2.903
24-05-13 02:26.03,0.118,2.903
24-05-13 02:26.18,0.12,2.903
24-05-13 02:26.33,0.125,2.903
24-05-13 02:26.48,0.126,2.903
24-05-13 02:27.03,0.111,2.903
24-05-13 02:27.18,0.11,2.903
24-05-13 02:27.33,0.124,2.903
24-05-13 02:27.48,0.129,2.903
24-05-13 02:28.03,0.111,2.903
24-05-13 02:28.18,0.14,2.903
24-05-13 02:28.33,0.129,2.903
24-05-13 02:28.48,0.124,2.903
24-05-13 02:29.03,0.131,2.903
24-05-13 02:29.18,0.106,2.903
24-05-13 02:29.33,0.126,2.903
24-05-13 02:29.48,0.138,2.903
24-05-13 02:30.03,0.137,2.903
24-05-13 02:30.18,0.125,2.903
24-05-13 02:30.33,0.123,2.903
24-05-13 02:30.48,0.111,2.903
24-05-13 02:31.03,0.111,2.903
24-05-13 02:31.18,0.127,2.903
24-05-13 02:31.33,0.126,2.903
24-05-13 02:31.48,0.122,2.903
24-05-13 02:32.03,0.135,2.903
24-05-13 02:32.18,0.117,2.903
24-05-13 02:32.33,0.12,2.903
24-05-13 02:32.48,0.113,2.903
24-05-13 02:33.03,0.108,2.904
24-05-13 02:33.18,0.135,2.903
24-05-13 02:33.33,0.133,2.903
24-05-13 02:33.48,0.136,2.903
24-05-13 02:34.03,0.127,2.904
24-05-13 02:34.18,0.11,2.903
24-05-13 02:34.33,0.116,2.903
24-05-13 02:34.48,0.112,2.904
24-05-13 02:35.03,0.14,2.904
24-05-13 02:35.18,0.112,2.904
24-05-13 02:35.33,0.119,2.904
24-05-13 02:35.47,0.116,2.904
24-05-13 02:36.02,0.11,2.904
24-05-13 02:36.17,0.114,2.904
24-05-13 02:36.32,0.09,2.904
24-05-13 02:36.47,0.099,2.904
24-05-13 02:37.02,0.117,2.904
24-05-13 02:37.17,0.121,2.904
24-05-13 02:37.32,0.109,2.904
24-05-13 02:37.47,0.113,2.904
24-05-13 02:38.02,0.116,2.904
24-05-13 02:38.17,0.123,2.904
24-05-13 02:38.32,0.126,2.904
24-05-13 02:38.47,0.133,2.904
24-05-13 02:39.02,0.111,2.904
24-05-13 02:39.17,0.119,2.904
24-05-13 02:39.32,0.111,2.904
24-05-13 02:39.47,0.129,2.904
24-05-13 02:40.02,0.128,2.904
24-05-13 02:40.17,0.119,2.904
24-05-13 02:40.32,0.121,2.904
24-05-13 02:40.47,0.13,2.904
24-05-13 02:41.02,0.095,2.904
24-05-13 02:41.17,0.133,2.904
24-05-13 02:41.32,0.129,2.904
24-05-13 02:41.47,0.118,2.904
24-05-13 02:42.02,0.111,2.905
24-05-13 02:42.17,0.127,2.904
24-05-13 02:42.32,0.121,2.904
24-05-13 02:42.47,0.112,2.904
24-05-13 02:43.02,0.152,2.904
24-05-13 02:43.17,0.127,2.905
24-05-13 02:43.32,0.136,2.904
24-05-13 02:43.47,0.121,2.904
24-05-13 02:44.02,0.129,2.904
24-05-13 02:44.17,0.123,2.904
24-05-13 02:44.32,0.119,2.905
24-05-13 02:44.47,0.115,2.905
24-05-13 02:45.02,0.132,2.904
24-05-13 02:45.17,0.095,2.905
24-05-13 02:45.32,0.124,2.904
24-05-13 02:45.47,0.127,2.905
24-05-13 02:46.02,0.105,2.905
24-05-13 02:46.17,0.127,2.904
24-05-13 02:46.32,0.115,2.905
24-05-13 02:46.47,0.121,2.905
24-05-13 02:47.02,0.121,2.905
24-05-13 02:47.17,0.127,2.905
24-05-13 02:47.32,0.128,2.905
24-05-13 02:47.47,0.108,2.905
24-05-13 02:48.02,0.127,2.905
24-05-13 02:48.17,0.126,2.905
24-05-13 02:48.32,0.149,2.905
24-05-13 02:48.47,0.141,2.905
24-05-13 02:49.02,0.127,2.905
24-05-13 02:49.17,0.113,2.905
24-05-13 02:49.32,0.13,2.905
24-05-13 02:49.47,0.126,2.905
24-05-13 02:50.02,0.116,2.905
24-05-13 02:50.17,0.125,2.905
24-05-13 02:50.32,0.12,2.905
24-05-13 02:50.47,0.118,2.905
24-05-13 02:51.02,0.124,2.905
24-05-13 02:51.17,0.116,2.905
24-05-13 02:51.32,0.138,2.905
24-05-13 02:51.47,0.138,2.905
24-05-13 02:52.02,0.131,2.905
24-05-13 02:52.17,0.129,2.905
24-05-13 02:52.32,0.145,2.905
24-05-13 02:52.47,0.131,2.905
24-05-13 02:53.02,0.137,2.905
24-05-13 02:53.17,0.149,2.905
24-05-13 02:53.32,0.13,2.905
24-05-13 02:53.47,0.131,2.905
24-05-13 02:54.02,0.128,2.905
24-05-13 02:54.17,0.136,2.905
24-05-13 02:54.32,0.141,2.905
24-05-13 02:54.47,0.14,2.905
24-05-13 02:55.02,0.13,2.906
24-05-13 02:55.17,0.141,2.906
24-05-13 02:55.32,0.129,2.905
24-05-13 02:55.47,0.136,2.905
24-05-13 02:56.02,0.127,2.906
24-05-13 02:56.17,0.132,2.906
24-05-13 02:56.32,0.135,2.905
24-05-13 02:56.47,0.117,2.905
24-05-13 02:57.02,0.139,2.905
24-05-13 02:57.17,0.146,2.906
24-05-13 02:57.32,0.129,2.905
24-05-13 02:57.47,0.121,2.906
24-05-13 02:58.02,0.143,2.906
24-05-13 02:58.16,0.13,2.906
24-05-13 02:58.31,0.154,2.906
24-05-13 02:58.46,0.138,2.906
24-05-13 02:59.01,0.147,2.906
24-05-13 02:59.16,0.145,2.906
24-05-13 02:59.31,0.137,2.906
24-05-13 02:59.46,0.142,2.906
24-05-13 03:00.01,0.156,2.906
24-05-13 03:00.16,0.128,2.906
24-05-13 03:00.31,0.136,2.906
24-05-13 03:00.46,0.152,2.906
24-05-13 03:01.01,0.143,2.906
24-05-13 03:01.16,0.125,2.906
24-05-13 03:01.31,0.141,2.906
24-05-13 03:01.46,0.15,2.906
24-05-13 03:02.01,0.137,2.906
24-05-13 03:02.16,0.125,2.906
24-05-13 03:02.31,0.142,2.906
24-05-13 03:02.46,0.12,2.906
24-05-13 03:03.01,0.125,2.906
24-05-13 03:03.16,0.134,2.906
24-05-13 03:03.31,0.119,2.906
24-05-13 03:03.46,0.117,2.906
24-05-13 03:04.01,0.131,2.906
24-05-13 03:04.16,0.125,2.906
24-05-13 03:04.31,0.126,2.906
24-05-13 03:04.46,0.12,2.906
24-05-13 03:05.01,0.112,2.906
24-05-13 03:05.16,0.138,2.906
24-05-13 03:05.31,0.157,2.906
24-05-13 03:05.46,0.116,2.906
24-05-13 03:06.01,0.108,2.906
24-05-13 03:06.16,0.134,2.906
24-05-13 03:06.31,0.134,2.906
24-05-13 03:06.46,0.137,2.906
24-05-13 03:07.01,0.138,2.906
24-05-13 03:07.16,0.126,2.906
24-05-13 03:07.31,0.122,2.906
24-05-13 03:07.46,0.155,2.906
24-05-13 03:08.01,0.12,2.906
24-05-13 03:08.16,0.127,2.906
24-05-13 03:08.31,0.132,2.906
24-05-13 03:08.46,0.125,2.906
24-05-13 03:09.01,0.148,2.906
24-05-13 03:09.16,0.125,2.906
24-05-13 03:09.31,0.137,2.906
24-05-13 03:09.46,0.124,2.906
24-05-13 03:10.01,0.133,2.906
24-05-13 03:10.16,0.127,2.906
24-05-13 03:10.31,0.107,2.907
24-05-13 03:10.46,0.122,2.906
24-05-13 03:11.01,0.14,2.907
24-05-13 03:11.16,0.132,2.907
24-05-13 03:11.31,0.126,2.907
24-05-13 03:11.46,0.116,2.907
24-05-13 03:12.01,0.123,2.907
24-05-13 03:12.16,0.141,2.907
24-05-13 03:12.31,0.13,2.907
24-05-13 03:12.46,0.134,2.906
24-05-13 03:13.01,0.121,2.907
24-05-13 03:13.16,0.13,2.907
24-05-13 03:13.31,0.138,2.906
24-05-13 03:13.46,0.127,2.907
24-05-13 03:14.01,0.117,2.907
24-05-13 03:14.16,0.126,2.907
24-05-13 03:14.31,0.128,2.907
24-05-13 03:14.46,0.124,2.907
24-05-13 03:15.01,0.133,2.906
24-05-13 03:15.16,0.117,2.907
24-05-13 03:15.31,0.138,2.907
24-05-13 03:15.46,0.117,2.907
24-05-13 03:16.01,0.145,2.907
24-05-13 03:16.16,0.108,2.907
24-05-13 03:16.31,0.136,2.907
24-05-13 03:16.46,0.141,2.907
24-05-13 03:17.01,0.124,2.907
24-05-13 03:17.16,0.129,2.907
24-05-13 03:17.31,0.112,2.907
24-05-13 03:17.46,0.142,2.907
24-05-13 03:18.01,0.12,2.907
24-05-13 03:18.16,0.118,2.907
24-05-13 03:18.31,0.123,2.907
24-05-13 03:18.46,0.137,2.907
24-05-13 03:19.01,0.15,2.907
24-05-13 03:19.16,0.125,2.907
24-05-13 03:19.31,0.14,2.907
24-05-13 03:19.46,0.13,2.907
24-05-13 03:20.00,0.131,2.907
24-05-13 03:20.15,0.118,2.907
24-05-13 03:20.30,0.134,2.907
24-05-13 03:20.45,0.128,2.907
24-05-13 03:21.00,0.126,2.907
24-05-13 03:21.15,0.12,2.907
24-05-13 03:21.30,0.124,2.907
24-05-13 03:21.45,0.125,2.908
24-05-13 03:22.00,0.121,2.907
24-05-13 03:22.15,0.126,2.907
24-05-13 03:22.30,0.124,2.907
24-05-13 03:22.45,0.132,2.907
24-05-13 03:23.00,0.138,2.907
24-05-13 03:23.15,0.112,2.907
24-05-13 03:23.30,0.126,2.908
24-05-13 03:23.45,0.134,2.908
24-05-13 03:24.00,0.144,2.908
24-05-13 03:24.15,0.123,2.908
24-05-13 03:24.30,0.132,2.907
24-05-13 03:24.45,0.113,2.908
24-05-13 03:25.00,0.127,2.908
24-05-13 03:25.15,0.127,2.907
24-05-13 03:25.30,0.131,2.908
24-05-13 03:25.45,0.113,2.908
24-05-13 03:26.00,0.128,2.908
24-05-13 03:26.15,0.134,2.908
24-05-13 03:26.30,0.115,2.908
24-05-13 03:26.45,0.133,2.908
24-05-13 03:27.00,0.111,2.908
24-05-13 03:27.15,0.133,2.908
24-05-13 03:27.30,0.128,2.908
24-05-13 03:27.45,0.148,2.908
24-05-13 03:28.00,0.141,2.908
24-05-13 03:28.15,0.128,2.908
24-05-13 03:28.30,0.114,2.908
24-05-13 03:28.45,0.129,2.908
24-05-13 03:29.00,0.137,2.908
24-05-13 03:29.15,0.121,2.908
24-05-13 03:29.30,0.126,2.908
24-05-13 03:29.45,0.124,2.908
24-05-13 03:30.00,0.119,2.908
24-05-13 03:30.15,0.129,2.908
24-05-13 03:30.30,0.122,2.908
24-05-13 03:30.45,0.141,2.908
24-05-13 03:31.00,0.114,2.908
24-05-13 03:31.15,0.139,2.908
24-05-13 03:31.30,0.145,2.908
24-05-13 03:31.45,0.115,2.908
24-05-13 03:32.00,0.123,2.908
24-05-13 03:32.15,0.123,2.908
24-05-13 03:32.30,0.136,2.908
24-05-13 03:32.45,0.12,2.908
24-05-13 03:33.00,0.118,2.908
24-05-13 03:33.15,0.147,2.908
24-05-13 03:33.30,0.118,2.908
24-05-13 03:33.45,0.143,2.908
24-05-13 03:34.00,0.137,2.908
24-05-13 03:34.15,0.125,2.909
24-05-13 03:34.30,0.132,2.908
24-05-13 03:34.45,0.117,2.908
24-05-13 03:35.00,0.123,2.908
24-05-13 03:35.15,0.122,2.909
24-05-13 03:35.30,0.142,2.909
24-05-13 03:35.45,0.115,2.908
24-05-13 03:36.00,0.129,2.909
24-05-13 03:36.15,0.12,2.909
24-05-13 03:36.30,0.131,2.909
24-05-13 03:36.45,0.136,2.909
24-05-13 03:37.00,0.14,2.909
24-05-13 03:37.15,0.133,2.909
24-05-13 03:37.30,0.128,2.909
24-05-13 03:37.45,0.114,2.909
24-05-13 03:38.00,0.123,2.909
24-05-13 03:38.15,0.117,2.909
24-05-13 03:38.30,0.128,2.909
24-05-13 03:38.45,0.125,2.909
24-05-13 03:39.00,0.104,2.909
24-05-13 03:39.15,0.122,2.909
24-05-13 03:39.30,0.13,2.909
24-05-13 03:39.45,0.128,2.909
24-05-13 03:40.00,0.119,2.909
24-05-13 03:40.15,0.112,2.909
24-05-13 03:40.30,0.138,2.909
24-05-13 03:40.45,0.124,2.909
24-05-13 03:41.00,0.123,2.909
24-05-13 03:41.15,0.13,2.909
24-05-13 03:41.30,0.113,2.909
24-05-13 03:41.45,0.108,2.909
24-05-13 03:41.59,0.116,2.909
24-05-13 03:42.14,0.125,2.909
24-05-13 03:42.29,0.13,2.909
24-05-13 03:42.44,0.131,2.909
24-05-13 03:42.59,0.131,2.909
24-05-13 03:43.14,0.114,2.909
24-05-13 03:43.29,0.13,2.909
24-05-13 03:43.44,0.123,2.909
24-05-13 03:43.59,0.124,2.909
24-05-13 03:44.14,0.146,2.909
24-05-13 03:44.29,0.118,2.909
24-05-13 03:44.44,0.115,2.909
24-05-13 03:44.59,0.125,2.909
24-05-13 03:45.14,0.115,2.909
24-05-13 03:45.29,0.136,2.909
24-05-13 03:45.44,0.117,2.909
24-05-13 03:45.59,0.11,2.909
24-05-13 03:46.14,0.123,2.909
24-05-13 03:46.29,0.134,2.909
24-05-13 03:46.44,0.126,2.909
24-05-13 03:46.59,0.128,2.91
24-05-13 03:47.14,0.12,2.909
24-05-13 03:47.29,0.11,2.909
24-05-13 03:47.44,0.12,2.909
24-05-13 03:47.59,0.121,2.909
24-05-13 03:48.14,0.134,2.909
24-05-13 03:48.29,0.127,2.909
24-05-13 03:48.44,0.099,2.91
24-05-13 03:48.59,0.107,2.91
24-05-13 03:49.14,0.108,2.909
24-05-13 03:49.29,0.11,2.909
24-05-13 03:49.44,0.13,2.909
24-05-13 03:49.59,0.117,2.909
24-05-13 03:50.14,0.12,2.909
24-05-13 03:50.29,0.122,2.91
24-05-13 03:50.44,0.128,2.91
24-05-13 03:50.59,0.122,2.91
24-05-13 03:51.14,0.111,2.91
24-05-13 03:51.29,0.113,2.91
24-05-13 03:51.44,0.114,2.91
24-05-13 03:51.59,0.115,2.909
24-05-13 03:52.14,0.098,2.91
24-05-13 03:52.29,0.125,2.91
24-05-13 03:52.44,0.127,2.91
24-05-13 03:52.59,0.115,2.909
24-05-13 03:53.14,0.107,2.91
24-05-13 03:53.29,0.134,2.91
24-05-13 03:53.44,0.106,2.91
24-05-13 03:53.59,0.119,2.91
24-05-13 03:54.14,0.105,2.91
24-05-13 03:54.29,0.115,2.91
24-05-13 03:54.44,0.122,2.91
24-05-13 03:54.59,0.126,2.91
24-05-13 03:55.14,0.127,2.91
24-05-13 03:55.29,0.125,2.91
24-05-13 03:55.44,0.114,2.91
24-05-13 03:55.59,0.131,2.91
24-05-13 03:56.14,0.122,2.91
24-05-13 03:56.29,0.119,2.91
24-05-13 03:56.44,0.099,2.91
24-05-13 03:56.59,0.127,2.91
24-05-13 03:57.14,0.099,2.91
24-05-13 03:57.29,0.133,2.91
24-05-13 03:57.44,0.099,2.91
24-05-13 03:57.59,0.107,2.91
24-05-13 03:58.14,0.121,2.91
24-05-13 03:58.29,0.134,2.911
24-05-13 03:58.44,0.125,2.91
24-05-13 03:58.59,0.118,2.91
24-05-13 03:59.14,0.106,2.91
24-05-13 03:59.29,0.119,2.91
24-05-13 03:59.44,0.117,2.91
24-05-13 03:59.59,0.13,2.91
24-05-13 04:00.14,0.105,2.91
24-05-13 04:00.29,0.112,2.911
24-05-13 04:00.44,0.118,2.91
24-05-13 04:00.59,0.109,2.91
24-05-13 04:01.14,0.118,2.911
24-05-13 04:01.29,0.116,2.91
24-05-13 04:01.44,0.116,2.91
24-05-13 04:01.59,0.118,2.911
24-05-13 04:02.14,0.099,2.91
24-05-13 04:02.29,0.117,2.91
24-05-13 04:02.44,0.111,2.911
24-05-13 04:02.59,0.116,2.911
24-05-13 04:03.14,0.116,2.91
24-05-13 04:03.29,0.113,2.911
24-05-13 04:03.44,0.122,2.911
24-05-13 04:03.59,0.123,2.911
24-05-13 04:04.13,0.109,2.911
24-05-13 04:04.28,0.116,2.911
24-05-13 04:04.43,0.136,2.911
24-05-13 04:04.58,0.105,2.911
24-05-13 04:05.13,0.111,2.911
24-05-13 04:05.28,0.13,2.91
24-05-13 04:05.43,0.114,2.911
24-05-13 04:05.58,0.117,2.911
24-05-13 04:06.13,0.129,2.91
24-05-13 04:06.28,0.103,2.911
24-05-13 04:06.43,0.116,2.911
24-05-13 04:06.58,0.105,2.911
24-05-13 04:07.13,0.09,2.911
24-05-13 04:07.28,0.127,2.911
24-05-13 04:07.43,0.102,2.911
24-05-13 04:07.58,0.109,2.911
24-05-13 04:08.13,0.099,2.911
24-05-13 04:08.28,0.088,2.911
24-05-13 04:08.43,0.112,2.911
24-05-13 04:08.58,0.102,2.911
24-05-13 04:09.13,0.115,2.911
24-05-13 04:09.28,0.097,2.911
24-05-13 04:09.43,0.116,2.911
24-05-13 04:09.58,0.122,2.911
24-05-13 04:10.13,0.118,2.911
24-05-13 04:10.28,0.108,2.911
24-05-13 04:10.43,0.122,2.911
24-05-13 04:10.58,0.124,2.911
24-05-13 04:11.13,0.111,2.911
24-05-13 04:11.28,0.106,2.911
24-05-13 04:11.43,0.113,2.911
24-05-13 04:11.58,0.117,2.911
24-05-13 04:12.13,0.112,2.912
24-05-13 04:12.28,0.104,2.911
24-05-13 04:12.43,0.107,2.911
24-05-13 04:12.58,0.111,2.911
24-05-13 04:13.13,0.103,2.911
24-05-13 04:13.28,0.104,2.912
24-05-13 04:13.43,0.098,2.912
24-05-13 04:13.58,0.118,2.912
24-05-13 04:14.13,0.115,2.911
24-05-13 04:14.28,0.114,2.912
24-05-13 04:14.43,0.109,2.912
24-05-13 04:14.58,0.115,2.912
24-05-13 04:15.13,0.124,2.911
24-05-13 04:15.28,0.112,2.911
24-05-13 04:15.43,0.112,2.911
24-05-13 04:15.58,0.115,2.912
24-05-13 04:16.13,0.116,2.911
24-05-13 04:16.28,0.114,2.912
24-05-13 04:16.43,0.118,2.912
24-05-13 04:16.58,0.117,2.912
24-05-13 04:17.13,0.089,2.912
24-05-13 04:17.28,0.102,2.912
24-05-13 04:17.43,0.112,2.912
24-05-13 04:17.58,0.107,2.912
24-05-13 04:18.13,0.111,2.912
24-05-13 04:18.28,0.116,2.912
24-05-13 04:18.43,0.108,2.912
24-05-13 04:18.58,0.091,2.912
24-05-13 04:19.13,0.106,2.912
24-05-13 04:19.28,0.105,2.912
24-05-13 04:19.43,0.113,2.912
24-05-13 04:19.58,0.11,2.912
24-05-13 04:20.13,0.095,2.912
24-05-13 04:20.28,0.103,2.912
24-05-13 04:20.43,0.121,2.912
24-05-13 04:20.58,0.123,2.912
24-05-13 04:21.13,0.099,2.912
24-05-13 04:21.28,0.121,2.912
24-05-13 04:21.43,0.112,2.912
24-05-13 04:21.58,0.104,2.912
24-05-13 04:22.13,0.115,2.912
24-05-13 04:22.28,0.106,2.912
24-05-13 04:22.43,0.1,2.912
24-05-13 04:22.58,0.104,2.912
24-05-13 04:23.13,0.106,2.912
24-05-13 04:23.28,0.102,2.912
24-05-13 04:23.43,0.109,2.912
24-05-13 04:23.58,0.111,2.912
24-05-13 04:24.13,0.115,2.912
24-05-13 04:24.28,0.115,2.912
24-05-13 04:24.43,0.099,2.912
24-05-13 04:24.58,0.106,2.912
24-05-13 04:25.13,0.12,2.912
24-05-13 04:25.28,0.103,2.913
24-05-13 04:25.42,0.103,2.913
24-05-13 04:25.57,0.109,2.912
24-05-13 04:26.12,0.104,2.913
24-05-13 04:26.27,0.11,2.913
24-05-13 04:26.42,0.117,2.913
24-05-13 04:26.57,0.122,2.913
24-05-13 04:27.12,0.095,2.913
24-05-13 04:27.27,0.099,2.913
24-05-13 04:27.42,0.11,2.912
24-05-13 04:27.57,0.111,2.913
24-05-13 04:28.12,0.107,2.913
24-05-13 04:28.27,0.088,2.913
24-05-13 04:28.42,0.109,2.913
24-05-13 04:28.57,0.107,2.913
24-05-13 04:29.12,0.11,2.913
24-05-13 04:29.27,0.113,2.913
24-05-13 04:29.42,0.119,2.913
24-05-13 04:29.57,0.095,2.913
24-05-13 04:30.12,0.113,2.913
24-05-13 04:30.27,0.112,2.913
24-05-13 04:30.42,0.099,2.913
24-05-13 04:30.57,0.121,2.913
24-05-13 04:31.12,0.112,2.913
24-05-13 04:31.27,0.11,2.913
24-05-13 04:31.42,0.101,2.913
